Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,TCmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
134,Kieran Dowell\2f6ec02a,eng ENG,FWMF,Norwich City,23,1997,10.1,235,342,68.7,3998,1155,124,152,81.6,76,100,76.0,27,66,40.9,1,2.0,-1.0,16,18,15,6,24,Matches
135,Cody Drameh\e0d1510a,eng ENG,DF,Leeds United,19,2001,1.4,60,77,77.9,927,398,39,44,88.6,18,23,78.3,3,4,75.0,0,0.0,0.0,1,3,2,1,6,Matches
136,Martin Dúbravka\3a949a25,sk SVK,GK,Newcastle Utd,32,1989,26.0,535,845,63.3,20420,14076,69,69,100.0,195,198,98.5,268,575,46.6,0,0.1,-0.1,2,15,0,0,0,Matches
137,Shane Duffy\7314bba4,ie IRL,DF,Brighton,29,1992,16.0,894,1007,88.8,20678,5681,171,184,92.9,541,578,93.6,180,237,75.9,0,0.1,-0.1,3,55,2,0,35,Matches
138,Paul Dummett\3fe6bd8c,wls WAL,DF,Newcastle Utd,29,1991,2.2,51,68,75.0,867,436,24,28,85.7,25,31,80.6,2,8,25.0,0,0.0,0.0,0,5,0,0,3,Matches
139,Lewis Dunk\282f75f3,eng ENG,DF,Brighton,29,1991,28.6,1676,1881,89.1,39331,10816,370,399,92.7,916,964,95.0,374,490,76.3,0,0.2,-0.2,2,85,2,1,54,Matches
140,Ederson\3bb7b8b4,br BRA,GK,Manchester City,27,1993,37.0,976,1089,89.6,25570,14485,198,198,100.0,486,487,99.8,288,399,72.2,0,0.1,-0.1,1,10,1,0,1,Matches
141,Odsonne Édouard\0562b7f1,fr FRA,FW,Crystal Palace,23,1998,17.4,315,435,72.4,4447,915,206,260,79.2,89,122,73.0,14,21,66.7,3,2.3,+0.7,19,20,13,1,36,Matches
142,CJ Egan-Riley\d313e8ff,eng ENG,DF,Manchester City,18,2003,0.0,1,1,100.0,32,30,0,0,,0,0,,1,1,100.0,0,0.0,0.0,0,0,0,0,0,Matches
143,Anthony Elanga\2fba6108,se SWE,FW,Manchester Utd,19,2002,13.5,346,441,78.5,4650,1054,224,256,87.5,89,117,76.1,17,29,58.6,2,1.8,+0.2,8,13,5,3,15,Matches
144,Harvey Elliott\c8387671,eng ENG,MF,Liverpool,18,2003,3.8,210,249,84.3,3611,958,107,119,89.9,83,95,87.4,19,25,76.0,0,0.5,-0.5,8,24,9,2,34,Matches
145,Mohamed Elneny\47a34c4f,eg EGY,MF,Arsenal,29,1992,9.0,518,554,93.5,9189,2002,230,244,94.3,226,232,97.4,53,60,88.3,2,0.6,+1.4,9,53,2,0,24,Matches
146,Mohamed Elyounoussi\68dc0dac,no NOR,MFFW,Southampton,26,1994,22.7,451,639,70.6,6805,1620,273,334,81.7,142,198,71.7,26,63,41.3,2,2.5,-0.5,29,38,21,2,49,Matches
147,Emerson\df8b52a5,br BRA,DF,Tottenham,22,1999,25.4,1178,1441,81.7,19183,5304,637,709,89.8,436,516,84.5,89,147,60.5,1,2.1,-1.1,26,37,27,10,81,Matches
148,Christian Eriksen\980522ec,dk DEN,MF,Brentford,29,1992,10.4,472,634,74.4,10893,3905,160,185,86.5,171,209,81.8,134,220,60.9,4,3.6,+0.4,32,75,18,8,65,Matches
149,Oghenekaro Etebo\b579e83d,ng NGA,MF,Watford,25,1995,4.5,141,157,89.8,3290,732,33,36,91.7,78,84,92.9,30,36,83.3,0,0.1,-0.1,2,11,3,1,12,Matches
150,Jonny Evans\f8fcd2a5,nir NIR,DF,Leicester City,33,1988,15.0,812,976,83.2,17881,5664,191,217,88.0,489,531,92.1,128,220,58.2,1,0.6,+0.4,3,59,4,1,44,Matches
151,Eberechi Eze\ae4fc6a4,eng ENG,MFFW,Crystal Palace,23,1998,6.7,234,305,76.7,4263,1088,108,126,85.7,88,106,83.0,33,58,56.9,1,0.9,+0.1,9,16,7,2,28,Matches
152,Łukasz Fabiański\9328b835,pl POL,GK,West Ham,36,1985,37.0,636,1006,63.2,23248,15081,67,67,100.0,224,226,99.1,336,702,47.9,0,0.0,0.0,1,11,0,0,0,Matches
153,Fabinho\7f3b388c,br BRA,MF,Liverpool,27,1993,25.7,1341,1522,88.1,24540,5539,552,611,90.3,630,686,91.8,137,180,76.1,1,1.4,-0.4,15,145,16,1,107,Matches
154,Kiko Femenía\e5d01ecf,es ESP,DF,Watford,30,1991,23.8,856,1196,71.6,14470,6826,439,496,88.5,346,468,73.9,62,190,32.6,5,3.2,+1.8,24,51,17,9,79,Matches
155,Evan Ferguson\4596da74,ie IRL,MF,Brighton,16,2004,0.3,6,7,85.7,98,5,3,4,75.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0,0,1,1,0,Matches
156,Nathan Ferguson\2f8d27bc,eng ENG,DF,Crystal Palace,20,2000,0.1,3,5,60.0,23,20,1,1,100.0,0,0,,0,2,0.0,0,0.0,0.0,0,0,0,0,0,Matches
157,Bruno Fernandes\507c7bdf,pt POR,MF,Manchester Utd,26,1994,34.6,1524,2024,75.3,29671,8579,682,788,86.5,568,697,81.5,246,453,54.3,6,8.4,-2.4,88,155,85,15,196,Matches
158,Álvaro Fernández\f127d782,es ESP,GK,Brentford,23,1998,12.0,322,500,64.4,9413,5300,64,66,97.0,147,150,98.0,110,283,38.9,0,0.0,0.0,0,10,0,0,1,Matches
159,Federico Fernández\f25b010f,ar ARG,DF,Newcastle Utd,32,1989,5.8,183,214,85.5,4199,1503,41,46,89.1,109,114,95.6,33,53,62.3,0,0.3,-0.3,1,12,0,0,8,Matches
160,Fernandinho\101da2b5,br BRA,MFDF,Manchester City,36,1985,10.7,730,806,90.6,14073,3643,284,303,93.7,338,358,94.4,97,129,75.2,1,0.9,+0.1,10,84,19,1,59,Matches
161,Roberto Firmino\4c370d81,br BRA,FW,Liverpool,29,1991,11.0,393,501,78.4,5872,1288,223,252,88.5,129,170,75.9,21,29,72.4,4,2.4,+1.6,18,27,11,1,35,Matches
162,Junior Firpo\24f59bb2,es ESP,DF,Leeds United,24,1996,19.0,775,931,83.2,13329,4868,357,402,88.8,352,405,86.9,57,101,56.4,2,2.6,-0.6,24,60,18,7,74,Matches
163,Ashley Fletcher\eeb6551f,eng ENG,FW,Watford,25,1995,0.3,3,9,33.3,74,28,0,6,0.0,2,2,100.0,1,1,100.0,0,0.0,0.0,0,2,0,0,1,Matches
164,Phil Foden\ed1e53f3,eng ENG,FW,Manchester City,21,2000,23.6,884,1096,80.7,14428,3061,502,553,90.8,285,339,84.1,80,153,52.3,5,6.6,-1.6,40,50,40,10,76,Matches
165,Wesley Fofana\132a82f1,fr FRA,DF,Leicester City,20,2000,7.0,452,504,89.7,9774,2380,108,115,93.9,255,274,93.1,84,104,80.8,0,0.0,0.0,2,24,0,0,15,Matches
166,Pablo Fornals\82927de4,es ESP,FWMF,West Ham,25,1996,31.1,1036,1381,75.0,18935,6099,478,548,87.2,397,503,78.9,133,247,53.8,3,5.6,-2.6,47,108,53,11,162,Matches
167,Adam Forshaw\9f1938ab,eng ENG,MF,Leeds United,29,1991,17.0,678,810,83.7,12610,3207,315,348,90.5,248,289,85.8,95,133,71.4,1,1.1,-0.1,13,59,8,0,61,Matches
168,Marcus Forss\82c215a0,fi FIN,FWMF,Brentford,22,1999,2.3,24,41,58.5,380,110,16,22,72.7,3,11,27.3,4,6,66.7,1,0.0,+1.0,0,4,1,0,5,Matches
169,Fraser Forster\c3e39f12,eng ENG,GK,Southampton,33,1988,19.0,347,596,58.2,12274,7980,44,45,97.8,146,150,97.3,156,399,39.1,0,0.0,0.0,0,8,0,0,0,Matches
170,Ben Foster\d0b3ceb9,eng ENG,GK,Watford,38,1983,26.0,417,869,48.0,18636,14154,23,24,95.8,123,127,96.9,271,718,37.7,1,0.2,+0.8,2,34,2,0,0,Matches
171,Tariqe Fosu\3dcef539,gh GHA,DF,Brentford,25,1995,0.2,6,8,75.0,110,13,2,2,100.0,3,4,75.0,1,2,50.0,0,0.0,0.0,0,0,0,0,1,Matches
172,Ryan Fraser\d56543a0,sct SCO,FWMF,Newcastle Utd,27,1994,16.3,333,478,69.7,5698,1783,177,209,84.7,107,157,68.2,40,92,43.5,3,2.2,+0.8,25,16,22,13,26,Matches
173,Fred\b853e0ad,br BRA,MF,Manchester Utd,28,1993,22.5,1123,1320,85.1,21081,5259,478,542,88.2,478,537,89.0,147,185,79.5,4,2.0,+2.0,26,117,13,1,108,Matches
174,Ryan Fredericks\c067631c,eng ENG,DF,West Ham,28,1992,3.4,114,147,77.6,1722,447,65,73,89.0,45,57,78.9,3,10,30.0,0,0.1,-0.1,2,2,2,1,4,Matches
175,Leo Fuhr Hjelde\d102b8a2,no NOR,DF,Leeds United,17,2003,1.7,84,111,75.7,1317,504,47,55,85.5,30,35,85.7,6,14,42.9,0,0.0,0.0,1,4,0,0,5,Matches
176,Conor Gallagher\c2731c10,eng ENG,MF,Crystal Palace,21,2000,31.6,890,1167,76.3,16238,4060,407,468,87.0,339,418,81.1,118,223,52.9,3,3.5,-0.5,35,77,22,9,62,Matches
177,Alejandro Garnacho\7aa8adfe,es ESP,FW,Manchester Utd,17,2004,0.1,3,3,100.0,25,4,3,3,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
178,Dwight Gayle\e58a03c6,eng ENG,FW,Newcastle Utd,30,1990,0.4,11,13,84.6,108,16,9,10,90.0,1,1,100.0,0,0,,0,0.5,-0.5,2,0,0,0,1,Matches
179,Jean-Philippe Gbamin\6bd603db,ci CIV,MF,Everton,25,1995,0.7,16,21,76.2,224,20,12,14,85.7,3,5,60.0,1,2,50.0,0,0.0,0.0,0,0,0,0,0,Matches
180,David de Gea\7ba6d84e,es ESP,GK,Manchester Utd,30,1990,38.0,646,911,70.9,18313,10583,124,125,99.2,292,300,97.3,225,479,47.0,0,0.0,0.0,0,1,0,0,0,Matches
181,Joe Gelhardt\01962d0d,eng ENG,FWMF,Leeds United,19,2002,8.3,105,156,67.3,1407,396,57,81,70.4,36,49,73.5,3,10,30.0,2,1.5,+0.5,9,5,11,1,17,Matches
182,Anwar El Ghazi\ffa90327,nl NED,FWMF,Aston Villa,26,1995,4.3,82,115,71.3,1262,370,50,58,86.2,26,41,63.4,5,8,62.5,1,0.4,+0.6,4,1,6,4,7,Matches
183,Anwar El Ghazi\ffa90327,nl NED,FW,Everton,26,1995,0.1,8,9,88.9,92,33,7,8,87.5,0,0,,1,1,100.0,0,0.0,0.0,0,0,0,0,0,Matches
184,Saman Ghoddos\f7b1d4e0,ir IRN,DFMF,Brentford,27,1993,6.0,149,221,67.4,2633,840,77,106,72.6,47,64,73.4,21,40,52.5,1,1.2,-0.2,6,12,10,2,19,Matches
185,Dimitris Giannoulis\112c495e,gr GRE,DF,Norwich City,25,1995,13.0,519,705,73.6,8685,3552,251,293,85.7,227,283,80.2,34,104,32.7,1,0.5,+0.5,8,20,13,1,43,Matches
186,Morgan Gibbs-White\32f60ed8,eng ENG,FWMF,Wolves,21,2000,0.1,7,10,70.0,74,28,5,6,83.3,1,1,100.0,0,1,0.0,0,0.0,0.0,0,1,0,0,1,Matches
187,Ben Gibson\bcfb0142,eng ENG,DF,Norwich City,28,1993,27.7,1065,1303,81.7,24894,9439,257,280,91.8,569,626,90.9,233,377,61.8,0,0.0,0.0,2,83,9,0,78,Matches
188,Billy Gilmour\df10e27c,sct SCO,MF,Norwich City,20,2001,20.6,958,1200,79.8,20591,5428,344,384,89.6,387,439,88.2,208,338,61.5,1,2.0,-1.0,25,86,17,1,93,Matches
189,Ben Godfrey\9f7c837d,eng ENG,DF,Everton,23,1998,22.5,605,788,76.8,11557,3925,216,257,84.0,307,380,80.8,70,122,57.4,0,0.7,-0.7,13,43,13,7,39,Matches
190,André Gomes\1961b2aa,pt POR,MF,Everton,28,1993,6.9,213,279,76.3,3907,1130,94,112,83.9,85,100,85.0,27,48,56.3,1,0.2,+0.8,4,27,4,0,21,Matches
191,Toti Gomes\f0caab96,pt POR,DF,Wolves,22,1999,4.0,142,191,74.3,2595,977,57,67,85.1,67,80,83.8,15,40,37.5,0,0.0,0.0,0,10,0,0,10,Matches
192,Joe Gomez\7a11550b,eng ENG,DF,Liverpool,24,1997,3.7,228,286,79.7,4481,1280,86,98,87.8,105,132,79.5,33,49,67.3,1,0.5,+0.5,3,22,4,2,28,Matches
193,Charlie Goode\7aee4dd3,eng ENG,DF,Brentford,25,1995,5.0,190,300,63.3,4717,1455,35,53,66.0,97,140,69.3,57,99,57.6,0,0.3,-0.3,7,16,2,1,12,Matches
194,Anthony Gordon\2bd83368,eng ENG,MFFW,Everton,20,2001,25.4,503,754,66.7,8074,2353,271,340,79.7,165,220,75.0,45,132,34.1,2,3.3,-1.3,34,23,22,10,55,Matches
195,Kaide Gordon\19a9cb70,eng ENG,FW,Liverpool,16,2004,0.1,4,4,100.0,50,0,2,2,100.0,0,0,,1,1,100.0,0,0.0,0.0,0,0,0,0,0,Matches
196,Dan Gosling\7fec31a0,eng ENG,MF,Watford,31,1990,1.8,57,67,85.1,982,190,32,33,97.0,19,22,86.4,5,8,62.5,0,0.0,0.0,1,3,0,0,4,Matches
197,Demarai Gray\4468ec10,eng ENG,MFFW,Everton,25,1996,26.0,544,757,71.9,10219,2375,242,284,85.2,201,249,80.7,80,164,48.8,4,4.3,-0.3,41,23,25,7,45,Matches
198,Jack Grealish\b0b4fd3e,eng ENG,FW,Manchester City,25,1995,21.3,830,960,86.5,12113,2309,499,546,91.4,261,290,90.0,45,59,76.3,3,6.3,-3.3,54,25,41,3,82,Matches
199,Mason Greenwood\58eee997,eng ENG,FWMF,Manchester Utd,19,2001,14.1,397,504,78.8,7344,1629,185,214,86.4,164,195,84.1,43,75,57.3,1,1.6,-0.6,15,26,13,3,36,Matches
200,Sam Greenwood\f3354c07,eng ENG,MFFW,Leeds United,19,2002,2.6,60,85,70.6,1012,212,24,30,80.0,23,27,85.2,7,18,38.9,2,0.7,+1.3,4,5,1,0,8,Matches
201,Pascal Groß\8aec0537,de GER,MFDF,Brighton,30,1991,22.6,984,1315,74.8,19467,5768,410,468,87.6,395,475,83.2,167,319,52.4,4,5.3,-1.3,60,81,35,12,103,Matches
202,Vicente Guaita\ab13a5aa,es ESP,GK,Crystal Palace,34,1987,29.5,763,972,78.5,20316,10376,197,198,99.5,325,328,99.1,229,434,52.8,0,0.0,0.0,0,2,0,0,0,Matches
203,Marc Guéhi\d0706b27,eng ENG,DF,Crystal Palace,21,2000,35.8,1988,2273,87.5,43238,14169,522,561,93.0,1156,1239,93.3,297,448,66.3,1,0.5,+0.5,5,121,2,0,99,Matches
204,Bruno Guimarães\82518f62,br BRA,MF,Newcastle Utd,23,1997,11.5,441,511,86.3,8515,1868,189,206,91.7,168,187,89.8,73,89,82.0,1,1.8,-0.8,13,41,14,4,34,Matches
205,İlkay Gündoğan\819b3158,de GER,MF,Manchester City,30,1990,20.6,1160,1325,87.5,20357,4001,586,622,94.2,410,454,90.3,140,196,71.4,4,4.2,-0.2,37,78,27,2,84,Matches
206,Angus Gunn\e082af5b,eng ENG,GK,Norwich City,25,1996,9.0,197,298,66.1,6056,3178,47,48,97.9,66,67,98.5,83,181,45.9,0,0.0,0.0,0,1,0,0,0,Matches
207,Grant Hanley\e9254eec,sct SCO,DF,Norwich City,29,1991,32.2,1053,1243,84.7,22939,5649,279,317,88.0,554,601,92.2,203,297,68.4,0,0.3,-0.3,4,27,2,0,29,Matches
208,Jack Harrison\aa849a12,eng ENG,FWMF,Leeds United,24,1996,29.3,665,1019,65.3,10573,3817,378,473,79.9,211,316,66.8,55,143,38.5,1,2.6,-1.6,41,49,44,11,106,Matches
209,Kortney Hause\bf8fad51,eng ENG,DF,Aston Villa,26,1995,4.4,162,206,78.6,3509,992,53,58,91.4,75,90,83.3,33,54,61.1,0,0.0,0.0,0,8,0,0,6,Matches
210,Kai Havertz\fed7cb61,de GER,FWMF,Chelsea,22,1999,20.1,546,669,81.6,7476,1315,344,390,88.2,139,179,77.7,29,34,85.3,3,2.0,+1.0,20,27,18,1,46,Matches
211,Isaac Hayden\c951a6df,eng ENG,MFDF,Newcastle Utd,26,1995,11.1,255,318,80.2,4657,912,111,130,85.4,114,134,85.1,28,41,68.3,0,0.1,-0.1,2,19,1,1,9,Matches
212,Hwang Hee-chan\169fd162,kr KOR,FWMF,Wolves,25,1996,20.2,509,626,81.3,8382,1465,274,323,84.8,178,208,85.6,46,63,73.0,1,1.7,-0.7,16,27,14,0,41,Matches
213,Jordan Henderson\935e6b8f,eng ENG,MF,Liverpool,31,1990,28.9,1846,2202,83.8,35046,8229,760,839,90.6,811,930,87.2,243,348,69.8,5,3.8,+1.2,38,187,53,13,176,Matches
214,Jeff Hendrick\989d5705,ie IRL,MF,Newcastle Utd,29,1992,0.8,24,27,88.9,452,30,10,11,90.9,11,11,100.0,3,4,75.0,0,0.0,0.0,1,2,0,0,1,Matches
215,Wayne Hennessey\76eca7e2,wls WAL,GK,Burnley,34,1987,2.0,40,80,50.0,2119,1850,1,1,100.0,8,8,100.0,31,71,43.7,0,0.1,-0.1,3,5,0,0,0,Matches
216,Rico Henry\8a3c1dc7,eng ENG,DF,Brentford,24,1997,30.8,868,1202,72.2,14321,4831,432,511,84.5,340,443,76.7,77,166,46.4,0,1.7,-1.7,18,50,25,13,78,Matches
217,Son Heung-min\92e7e919,kr KOR,FWMF,Tottenham,29,1992,33.4,933,1223,76.3,14512,3532,530,588,90.1,298,360,82.8,77,205,37.6,7,8.1,-1.1,71,35,45,4,76,Matches
218,Ki-Jana Hoever\9a71e978,nl NED,DF,Wolves,19,2002,3.4,113,159,71.1,1953,647,51,62,82.3,52,72,72.2,8,14,57.1,0,0.0,0.0,1,4,2,1,8,Matches
219,Rob Holding\d79a8c87,eng ENG,DF,Arsenal,25,1995,9.4,418,474,88.2,8635,2113,118,129,91.5,239,253,94.5,57,84,67.9,0,0.0,0.0,0,17,0,0,14,Matches
220,Mason Holgate\d0042ab9,eng ENG,DF,Everton,24,1996,23.7,564,803,70.2,13333,4394,147,181,81.2,271,344,78.8,137,260,52.7,1,0.1,+0.9,2,40,2,0,38,Matches
221,Callum Hudson-Odoi\15f3ec41,eng ENG,FWMF,Chelsea,20,2000,10.7,313,393,79.6,4959,1083,173,201,86.1,108,132,81.8,22,41,53.7,2,2.3,-0.3,24,9,20,5,31,Matches
222,Will Hughes\a0666d3e,eng ENG,MF,Crystal Palace,26,1995,11.7,428,523,81.8,7907,1751,184,210,87.6,186,205,90.7,50,87,57.5,1,0.7,+0.3,8,31,7,3,24,Matches
223,Pierre Højbjerg\8b04d6c1,dk DEN,MF,Tottenham,25,1995,35.5,2222,2485,89.4,42901,11016,885,956,92.6,1010,1095,92.2,296,384,77.1,2,2.5,-0.5,30,227,35,4,203,Matches
224,Adam Idah\291e3ec3,ie IRL,FWMF,Norwich City,20,2001,6.9,96,142,67.6,1650,322,44,66,66.7,40,50,80.0,8,12,66.7,1,0.6,+0.4,4,7,4,2,7,Matches
225,Kelechi Iheanacho\c92e1a31,ng NGA,FW,Leicester City,24,1996,14.0,271,352,77.0,3929,819,153,183,83.6,89,107,83.2,15,31,48.4,5,2.7,+2.3,17,16,14,2,32,Matches
226,Danny Ings\07802f7f,eng ENG,FW,Aston Villa,29,1992,21.1,258,380,67.9,3596,892,164,211,77.7,58,91,63.7,19,38,50.0,6,2.0,+4.0,16,14,14,3,27,Matches
227,Tim Iroegbunam\84c5ceea,eng ENG,MF,Aston Villa,18,2003,1.0,21,25,84.0,339,142,11,14,78.6,9,10,90.0,1,1,100.0,0,0.0,0.0,0,2,0,0,4,Matches
228,Alex Iwobi\6ca5ec4b,ng NGA,MFDF,Everton,25,1996,22.6,606,785,77.2,10137,3650,314,357,88.0,203,259,78.4,65,119,54.6,2,2.8,-0.8,35,58,38,12,79,Matches
229,Daniel James\c931d9f9,wls WAL,FW,Manchester Utd,23,1997,1.4,22,32,68.8,233,36,18,24,75.0,3,5,60.0,0,1,0.0,0,0.0,0.0,1,0,0,0,0,Matches
230,Daniel James\c931d9f9,wls WAL,FWMF,Leeds United,23,1997,26.3,330,508,65.0,4978,1367,173,226,76.5,116,173,67.1,23,56,41.1,4,2.4,+1.6,23,18,20,1,49,Matches
231,Reece James\1265a93a,eng ENG,DF,Chelsea,21,1999,20.7,1442,1667,86.5,24467,6328,717,768,93.4,571,646,88.4,133,192,69.3,9,5.7,+3.3,47,74,49,13,120,Matches
